data	label
5- Most epic moment in 3 sentences  GRAAAWRL WYVERN FOR BREAKFAST GUYS!!! YOU ARE SO DUMB THE HEALER HAS TO BABYSIT YOU AND FIRE THIS SHIT TRY OF A DRAGON BECAUSE OF YOUR FOOLISHNESS also we need to bury the half body of our tank and try to get out his other half from its stomach URL	OFF
@USER 18 USC sec. 2383 et al. Time to press Federal criminal charges on Eric Holder and the other swamp scum. URL	OFF
@USER @USER @USER And people still think this administration is the greatest since sliced bread. Ridiculous.	OFF
"@USER @USER @USER Medically this kind are known as Histrionic Personality Disorder"".BTW If she is brave enough to continue this heroineics with other holy books,then I will accept that India is definitely changing."""	NOT
@USER @USER @USER @USER He looks like a Antifa dude. Dude.	NOT
@USER *click*  FUCK YOU!!	OFF
"@USER @USER URL a high-tech lynching for Uppity (Republican) Blacks'"" is fine, but raping women by liberals?' ""THEY ALL DO IT” including Bill Clinton."""	OFF
@USER @USER I think we have to confer with Messiah. I think only she is powerful enough to turn this tide. She did empower him to win the last two Majors.	NOT
@USER Maybe she should drop the angry b$*@USER routine and try something funny everyone can enjoy....like non political jokes.  Don’t think she is capable of doing that.	OFF
@USER Yea that’s a crazy ass story. Like how do you go into the wrong apartment. There’s numbers on doors. And wouldn’t you notice as soon as you walk in and it ain’t your shit 🤷🏻‍♀️🤦🏻‍♀️	OFF
@USER @USER Yh he is	NOT
@USER @USER You will be voted out all together You crazy bat...	OFF
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lol  Anglo-Saxons"" most of you are a Melting Pot of ethnicities..."""	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER How about showing patterns of intent. The march in Charlottesville. That's a perfect example of patterns of intent.  Where is that proof with Antifa? Where did they go purposely to denounce black people in America?	NOT
@USER @USER @USER @USER @USER BS.  No we don't support gun control.  We support #2A that says SHALL NOT BE INFRINGED.  Go read some history and find out why.  You are part of the reason.	OFF
@USER This is like fuckin cool  .. .. hold your horses .... freckles... ohhhjhhh god	NOT
Even Obama Trade Rep Acknowledges:   Trump Is Cleaning Up An OLD Global Trade Mess  URL  #maga #MakeAmericaGreatAgain #makeamericaamericaagain #makeamericastrongagain #makeamericasafeagain #makeamericasaneagain	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ask them.  You guys are just using this topic to avoid answering my questions  about Antifa crashing and being violent at PP organized events.	NOT
@USER @USER @USER @USER @USER Peter....look at your liberal self making no sense.....It is just a little suspicious that everyone making last minute claims against Kavanaugh are Trump hating liberals...And of course they have zero proof of anything...Just like Their collusion obsession.	OFF
@USER “She is such a cutie	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Is that a bar where antifa sharpens their stones and buys their silly string?	NOT
@USER And Hillary won the 2016 election?	NOT
@USER Do really even care what comes out the his foolish and annoying mouth? Go home David and let the adults #MAGA	OFF
@USER He is the best!! They ended them all.	NOT
@USER @USER What dos this have to do with the NRA? California has lot and lots of worthless gun control laws already. Gun control does NOT work because crazy people don’t obey the law.	OFF
@USER I like the way she shows her emotions... She is really a Queen of Hearts....@USER  ...Love you	NOT
@USER Omfg... 😂	OFF
@USER @USER Didn’t even watch. All liberals on there high horses.	NOT
@USER And yet “he is”. Better than anyone before him🤢	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awesome Q meme on that!	NOT
@USER @USER I know right. It pisses me off he is so busy giving himself credit while we are all scared to death  here in nc. I don’t trust him	OFF
@USER Dan Rather supplied her with unimpeachable documentation and she is just waiting for Snopes to verify it for her.	NOT
@USER This is dumb. An European government is allowed to make a decision that affects the entire planet. Also how would they even enforce this? Are they going to bug every computer in the world?	OFF
Ain’t no pussy good enough to get broke while I’m in it	OFF
@USER fuck im wired	OFF
@USER #Conservatives #Republicans are #TRAITORS to #America	OFF
(( Bam! There she is! URL	NOT
@USER @USER She was on the 81st floor of the North Tower. She is an example of the fraud perpetrated by Red Cross.  They raised an enormous amount of money and then didn’t dispense it to those in need like this woman.	NOT
@USER @USER @USER @USER Be smarter- Congress legislates. We need congress with better skill stacks to solve. Dr Shiva has incredible proposal.  If u can stop long enough to learn.  URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER  Antifa unmasked and up close!Hey is that who I think it is??? p.s. They are SO STUPID no one told them a white raised fist stands for “White Power”so Thanks D*MBASSES! URL	OFF
@USER @USER And yet he is allowed to. Congress is supposed to be a check on this clown. If we get control of Congress you folks have to write some laws to prevent this happening again.	OFF
@USER @USER @USER Agreed. Antifa is totally ate up with worms. In fact they are worms.	NOT
@USER Because to liberals being a white mail is disqualifying. It’s attempt to muzzle gop on SJC. Graham (allegedly a gay white male) should take point if he has it in him. Might save him a primary figjt	NOT
@USER @USER So how do propose a ward deal with this? Put the gay/lesbian youth with the opposite gender? Or segregate them from the other kids entirely (awful idea). I’m just going to assume @USER has more experience and knows what he is talking about here.	OFF
@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do. Remember Rham Emanuel’s famous quote “You never let a serious crisis go to waste”	OFF
@USER @USER @USER The left are the ones spending all our money. It wasn't the right that gave us 325 billion in debt that was the left. Remember when the liberals screamed to high heavens when Harris taklked about privitizing Hydro one? The liberals did it.	NOT
@USER This Jerry Lewis ripoff needs to just go away already.  The guy is so good at acting like a fool because he is a fool.	OFF
@USER Chicago Tribune: London Mayor Sadiq Khan And The Ties To Farrakhan He’d Rather Forget URL via @USER	NOT
@USER @USER @USER It’s funny. That comment is 💯 Illogical. WalkAway is so easy. #maga is Great! #MEGA is already happenin Make Earth Great Again URL	NOT
@USER Vote Cruz!!! Beto is part of the Deep State that will turn control back over to the corrupted liberals!!!!	OFF
@USER @USER @USER @USER @USER Outside of Antifa. All could be supported. No one wants to tear down the military.	NOT
@USER @USER You are an embarrassing citizen!!	OFF
@USER @USER I just saw a video that you are corrupting our government and from the evidence i just saw you are going to jail!!!! #MAGA #TheGreatAwakening #QAnon #YouAreGoingToJail #YouHaveBeenExposed  URL	OFF
@USER He is saaaaaaadd 😂😂😂 URL	NOT
@USER @USER DOXX her.  See if she is as Lilly white as she puts on.	NOT
"@USER @USER @USER Andy, you literally went on vacation right after making that pressing"" announcement. You're a joke and this is why real conservatives are turning to Bernier"""	NOT
@USER There you are! 👋🐾	NOT
@USER @USER @USER @USER You should tell the @USER They've just posted a tweet about how much better the railways are since they privatised them...  URL	NOT
@USER I’m alright with this. If someone is dumb enough to try this then they deserve what ever they get. I can’t wait to hear about the first AntiFa idiot to get blown away after they tried to steal a gun from someone in a stand your ground state 😂	OFF
@USER @USER I think he meant to say ... sent to jail for fraud	OFF
@USER As they should be	NOT
@USER Playing dirty is the only way liberals can win at this point.  They are shameless.	OFF
@USER He can suck it.	OFF
@USER :) drop rn so i can procrastinate more	NOT
@USER &amp; this statement by Jewish Antifa Berlin is so on point &lt;3 URL	NOT
@USER And has NOTHING to do with math!	NOT
@USER And the unexplained 42 murders associated with her mother are pro christian?	NOT
The #Child-#Rape Assembly Line URL via @USER We cannot #trust a #Catholic #priest. We cannot trust a #Jewish #rabbi - Why do we let these #people have #secrets?  #GreatAwakening #MAGA @USER	OFF
"...[bring] our railways back into public ownership, as franchises expire or, in other cases, with franchise reviews or break clauses. We will introduce a Public Ownership of the Railways Bill to repeal the Railways Act 1993 under which the Conservatives privatised our railways."""""	NOT
@USER Glad to hear you are ok.  My father went through surgery for Bladder Cancer last year and is now in remission at age of 88.  Years of exposure to lacquer fumes while  spraying and staining cabinets may have contributed to his occurrance.	NOT
@USER @USER Who is the ring leader of the brain dead sheep. Time to turn it back on him.	OFF
@USER He tihnks he is telling the big lie.	OFF
@USER what about this woman  .funny I dont see liberals fighting for her... URL	NOT
@USER I get several of these per week as well. They all seem to be stranded in Ghana or something like that and need me to transfer money to them.  One used the picture of Polish model Ewa Sonnet (don't ask me how I know who she is...)	NOT
@USER I've seen these big chairs but the look on your face and the pose makes me laugh. Somehow I believe that was all purposely orcastrated by you Boots! You are so silly	OFF
@USER I checked... #followed 🤷🏻‍♀️😂	NOT
@USER @USER Took you this long!! He is a beast and has been for yonks	OFF
@USER Good! #Antifa is violent fascism.	NOT
The only thing the Democrats have is lying and stalling to stop Trump from being #President.  What have they done for you lately. #Trump #Kavanaugh #MAGA #DEMSUCK	OFF
@USER If you showed the videos of the immoral and wrong rioting of Antifa scumbags to them they would be disgusted. Show them this tweet of yours and moreso too.	NOT
@USER thanks for the following and together we can help MAGA and KAG and we can make our Great State of Texas even Greater by encouraging everyone we know to vote Red	NOT
@USER Thank You Chase😘 I miss you more than anything but I know you are where your supposed to be! Love you too the moon😘	NOT
@USER You are an incredible person pal. I know you won't ever convince yourself otherwise	NOT
@USER @USER @USER @USER I think she is trying to repair her image so she will be friendly to everyone. I hope they can all be friends. She needs to respect Fessy and Tyler's boundaries though now that their are dating other people.	NOT
@USER @USER @USER What a piece of shit	OFF
15 concert goers gunned down in Jacksonville with 9mm Ruger P89. The NRA blames gun control laws.	NOT
@USER @USER @USER @USER The educational system is controlled by liberals and works to enslave the minds of our children. The chains of mental enslavement must be removed in order to save the future of our great nation 🇺🇸	OFF
@USER @USER @USER @USER I knew we would find out that this is all the liberals’ fault. 🙄	OFF
@USER 🙄She’s NOT claiming rape! And FBI does NOT have jurisdiction! The day said they won’t do it more than once He’s had 6 FBI background checks if there was anything they would’ve found it Also HOW do you investigate something when complainant doesn’t even know WHEN or WHERE? #MAGA	OFF
@USER @USER if you speak Spanish? MS-13  Muslim? terrorist  black person? should've complied   hold a dissenting opinion? emotional  snowflake  Gun control? Nazi  Republican putting people in internment camps? PATRIOT  Think you leave your human rights at the boarder? PATRIOT  I'm tired	OFF
@USER @USER @USER @USER What’s your point here? I’m a TX voter and I wholeheartedly support gun control. There were 0 school shootings in my childhood. I think it’s because civilians couldn’t easily get their hands on military grade weapons. Our laws need to change	NOT
@USER &amp; sicking their attack dogs ( #antiFa / #resist ) and blaming the right.	NOT
#Liberals + #Conservatives= #neoliberalism &amp; #Globalization &amp; all of its Discontents: #PPP-#CorporateWelfare-Dilution of #Constitutional Rights/Freedoms &amp; #Justice-#SocioPoliEconFinancial #Corruption &amp; PARTICRATIC #Collusion of #cdnpoli/ticians for 1%ers!  URL	OFF
@USER Trust me it aint ok to hit 16 - 21 year olds if you are 25 - 30 (in my opinion). But where were her parents???	NOT
@USER @USER People like you are the greatest campaign tools conservatives have. Thanks for your service to the #LoonyLeft!	NOT
"@USER @USER @USER @USER @USER @USER Why are you buying into the global"" crap? That is a very ""liberal"" position and exactly what is killing Canada right now. Please lose this if you truly want your party to succeed. Don't use the cliche&amp;catch phrases that the liberals use-it makes you look like liberal wannabes."""	NOT
@USER looking forward to seeing what you are bringing to the market.  The rum market has needed some quality infusion for quite some time. Fingers crossed for a quality spiced rum.	NOT
@USER Chelsea you like all your me too hysterical radicals ignore facts. you exercise fear mongering. science has helped make sure women and their unborn are safer today. The morning after pill is a great advance and the sanctity of life is more ensured for both mom and baby.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ryan's wife was from a famously conservative Blue Dog Democrat family in Oklahoma. The conservatives that have left the Dems. She herself has always known to be conservative. She campaigned against Obama nationally in '08 and '12. URL	NOT
"@USER @USER Liberals love to hype the Crouton as a financial genius, but much of his success"" was due to downloading costs to the prov, raiding the EI surplus, etc. That said, you use the tools you have in the box, and I give him props as a decent steward of the public purse."""	NOT
@USER 802 is not a poll especially because they are all Liberals	NOT
@USER yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids	NOT
@USER Those pesky Antifa Supersoldiers are at it again.... 😧	NOT
@USER You are an amazing mom❤ URL	NOT
@USER @USER @USER Oh yeah another cracking offering from @USER 😂🤣😂🤣 URL	NOT
1. Climate change 2. Education 3. Healthcare reform 4. Economy  5. Gun control  6. Societal issues 7. Immigration URL	NOT
100% TRUE! and she is stupid as well! URL	OFF
@USER Count me out if that’s the way she behaves to represent women	NOT
@USER Ask Obama what need be done! 🤣	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Be sure to use lots of butter!	NOT
@USER Another illegal	OFF
@USER So you are saying they should not count on him to keep the streak alive?	NOT
@USER This is so entertaining. Nobody has thought about Montel in years... and you are picking a fight with him. This is incredible. Such a feeble mind you have.	OFF
@USER @USER Yes. That’s how the liberals do.	NOT
@USER What an angry person she is 🤣 URL	NOT
@USER More empirical proof that liberals are the fascists who are trying to ruin America by destroying the sovereign rights of the people.	NOT
@USER I sure hope they have removed him from where he is and are hiding and protecting him. He is chum in the water right now.	NOT
"@USER @USER @USER Yeah! Liberals are all Look at me! I'm a victim just because a man held me down, covered my mouth and tried to rip my clothes off to rape me. Boo hoo. And his friend turned up the music too loud to cover up my screams and it hurt my widdle ears""  Get over it already, amiright?"""	OFF
"@USER She is"" watches her move around so little to"""	NOT
@USER Then it’s time to indict trump if you are pro-law.	NOT
@USER Fun fact: I nutted to this URL	NOT
@USER That she is holding a benz car key 🔑	NOT
@USER He makes dope ass songs. He’s a singer/writer URL	OFF
@USER He and Obama... Can't stand em.	NOT
@USER Time to take this twt down. Is there anyone in our team with an ounce of guts?. @USER @USER	NOT
Rendell: #AndrewGillum ‘Probably a Little #Too #Progressive for #Florida’ URL #Trump #MAGA	NOT
@USER That much projection is even a doozy for far left democratic socialist antifa members - amazing!	NOT
@USER @USER @USER He doesn't care who he hurts as long as he is happy. How could anyone attend that sham of a church?	NOT
@USER It's like a reading a leaflet from Antifa or BLM. Utter garbage.	OFF
@USER Good she is a Crook too💩😑	OFF
@USER what the actual fuck..ill report them this is so fucked up	OFF
@USER I never said that. I merely refuted the statement that they don’t have a tight end. Virgil Green is a solid tight end when he is surrounded by the talent that the chargers have	NOT
@USER An obvious last minute liberal ploy to delay confirmation. More dirty tricks since the liberals lost the previous election.	NOT
"@USER @USER @USER 1. AFTER she lost, she focused on her opponent.  So you're when they lose...""  Serena wasn't losing. She is never losing until that last point. 2.  You can say she screamed (it was loud there), I use the word DEFENDED her integrity."""	NOT
@USER @USER is checking their privilege! URL  #RightSideOfHistory #BigTech	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER DNA testing? I thought that was the obvious answer. I wouldn’t even want to consider what the snowflakes would say if Border Protection detained or released  a child with a pedophile or child trafficker! ... but I take it Ed doesn’t care?	OFF
.@USER   #Medicare is NOT #Medicaid ...  Liberals STEAL from the elderly and disabled to pay for   #WelfareFoAll	NOT
@USER @USER @USER I'd trust mark Dobson over you sorry lot running ( I use that term loosley) our fine city. Stop behaving like a petulant 6 year old and start doing what you are elected for.	NOT
@USER @USER @USER @USER @USER @USER That’s the most nonsense I’ve seen in one tweet ever!!	NOT
@USER It's a political hit job gleefully pushed by #FakeNews @USER  and their puppet little Jimmy @USER Liberals always finding new lows!!!	NOT
@USER @USER Republicans will never admit there is a #deepstate because they are part of the #deepstate! Who really runs DC? Federal Employees &amp; Appointees most of which are Liberals/Leftists. Politicians come &amp; go...they are there for LIFE! URL #MAGA #rnc #gop #foxnews	NOT
@USER @USER Like how the NRA is biased against gun control. 🤯	NOT
@USER @USER @USER He is cute  :)	NOT
@USER @USER @USER Exactly. I haven’t watched in two years and I refuse to. As a former @USER fan I think Jerry Jones is a disgrace to the people who have helped make him as rich as he is.	OFF
@USER @USER NOW is the time to begin scheduling SUNDAY COLLEGE football games! You can push these America-phobes and police haters right off the ratings cliff!  #NCAAonSundays!!	NOT
@USER The only deep disgrace and abuse of rights is your existence in relativity.  Even the generation before mine knows who you are RAE.  Low life opportunist. Government over people. Suck a liberal dick you alt left Nazi!	OFF
@USER @USER It makes my skin crawl just looking at this woman - Theresa May is a liability to our nation and @USER and must be removed ASAP	OFF
@USER @USER @USER What do you think 'gun control' is all about then? It cannot be about saving lives because it has been proven over and over again that the only sure way to protect people from bad guys with guns is having good guys with guns to fend them off!	NOT
@USER Enough said ... URL	NOT
@USER Its amazing that these DemoRats are elected to any public office! Their total disregard of the US Constitution and due process is abhorrent. They hung this woman out to dry and the woman refuses to come foward and its the Conservatives fault	OFF
@USER @USER Don't be surprised when Libertarians win in local and state levels. People are getting sick and tired of both sides with empty promises.	NOT
"@USER @USER @USER @USER @USER @USER @USER @USER @USER And by the way - You're response is a perfect example of Liberal Deflection. MOPE, def. be dejected and apathetic"". Exactly what Liberals have been since Clinton lost."""	NOT
@USER It does?	NOT
@USER @USER Why are you wasting time replying on twitter (trolling) on behalf of people making under that amount?  Seems like someone is just a propaganda pusher...or likes gloating to other #MAGA's that they got screwed by Trump. URL	OFF
HOUSEHOLD NET WORTH: $107 TRILLION   URL   #MAGA	NOT
@USER Ya take advantage of the monuments standing stately around our nation because if the liberals continue they will be no more	NOT
@USER @USER @USER @USER do you like/love Louis Farrakhan because he is a racist or an anti Semite? Which one?	OFF
@USER 100% he is the Messi of goalkeeping GOAT	OFF
McCabe and Mr. Mueller - Unindicted Co-Conspirators in Anti-Trump Coup - American Thinker URL   #MAGA #PJNET #TrumpTrain #LockHerUp #Comey #Comygate #ComeyShouldBeIndicted URL TW115	NOT
"@USER @USER #MAGA ... oh ... And FvKK YOU!  Judge Kavanaugh's no more ambitious"" than some old MuttaFuttah like you who's been in GD Senate for the past millenium."""	OFF
@USER @USER @USER @USER where did you get that Kavanaugh doesn't want an investigation?   CNN?	NOT
@USER @USER FINALLY! Smaller more cost effective government! Thank you Conservatives!	NOT
@USER @USER It’s funny what you conservatives consider “facts” URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It never gets further that the Caymans But I want to know what gives Boris the right to spunk £45m on a folly of a bridge that wasn’t built Where is the money And what relation to him were the people who were paid it And why are they all now abroad No lnvestigation iniated Why	OFF
@USER @USER @USER @USER @USER He is a malignant narcissist.	OFF
@USER @USER @USER Maybe the Trumpies will call for Gun Control after this.	NOT
@USER @USER @USER You are not going to get it. Grow up.	NOT
"1/ Party Conference is a good time to remind Parties, particularly the governing party @USER what their mandate actually is and what it is not.  What exactly is the will of the people"" on #Brexit ?"""	NOT
@USER @USER Soo Sweet!! Eliza you are amazing you opened her up she is too cute and Eliza your a beautiful soul💕	NOT
@USER It’s your opinion but mine is he is the best in the country	NOT
@USER @USER @USER @USER @USER She is so calm &amp; patient. That’s great..keep it up. Don’t mind people bc everyone has their own viewpoints on each aspects of life.	OFF
@USER @USER He is a godless heathen @USER	NOT
@USER The Liberals opposing liberalism? 🤷‍♀️ URL	NOT
@USER Carrey is truly mentally ill.  He’s completely disturbed with no concept of reality.	NOT
@USER @USER Debate moving on to the streets is a side effect of media/MPs failing to address questions they need to answer &amp; the violence frequently stems from the thuggish #antifa mobs who oppose these issues being aired. What are your answers to questions here? URL	NOT
@USER Principled conservatives are #Hypocrickets	NOT
@USER @USER Guy if you can't explain yourself after a day that's a good indication youre talking shit	OFF
@USER God help us. Please get out and vote!	NOT
@USER @USER #labour and @USER can’t commit to ruling out a second referendum as he is trying to be a people pleaser &amp; win every possible vote he could get and positioning themselves either way like @USER would not go down well with some voters #conservatives #bbcqt #brexit #eu	NOT
@USER @USER @USER Farrakhan has refered to white people as Blue eyed devils. Will not even repeat what he has said about Jews. He is anti-Semitic.	OFF
@USER @USER #Nazis. We told you.   Join #Antifa!	NOT
3) This is why our politicians must act on strict gun control and robust support for mental health care. Any solution based on fear or greed is simply a fallacy.  Thanks @USER @USER @USER for taking these matters seriously.	NOT
@USER @USER Keep up the great work Cory! You are today’s hero. Not the Op-Ed author who should have invoked the 25th.	NOT
@USER @USER @USER @USER @USER @USER Perhaps asking Miss Rao directly would be a start? Manners Isaac.	NOT
@USER @USER Antifa Slim is obsessed with Trump.	NOT
@USER @USER @USER @USER @USER @USER She is being realistic tho URL	NOT
@USER @USER @USER She was so freaking happy when she got her 'No' from Kavanaugh. I seriously hope she has him for perjury or at least can force recusal.  Either way she is an immensely elegant speaker cut from the same cloth as Obama who I badly want to run in 2020.	NOT
@USER When you said you are gonna add them but u didn’t already 😂😂 URL	NOT
@USER Let that sink in liberals URL	NOT
@USER @USER At times this all seems fake and made up. It does to me anyway because its not being disguised in any way. There blatant hatred shows he is the enemy or something. Who really knows. Assumptions can be made from across the isle and from fringe and alternative news and media.	NOT
@USER OMG HE IS SO EXTRA ILY	NOT
@USER @USER @USER @USER @USER Amazing what a good leader can do  ......wising up Ontario .....does a lot for your image.....instead of being .... Losing Liberals	NOT
@USER @USER @USER No proof. Nor does the complaint ever intend to get us some. You have a woman who been an Democratic activist supporting in donations. Also in her time wearing her pink hats in Wash in 2016. As well as helping ANTIFA. Who high school year book has been scrubbed off the internet	NOT
@USER You would. Can't fix stupid.  #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday #WWG1WGA #WalkAway	OFF
@USER What the fuck is wrong with you?	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So you admit that you are a h1ndu?	NOT
@USER Hollywood drone!	NOT
@USER You are the cup holder.	NOT
@USER What bothers me is how Conservatives in unison attack women who seek justice.	NOT
@USER @USER @USER It is metallic color. Tomorrow I go to get it😇 It was my birthday gift😂	NOT
54% of Americans say the nation is on the wrong track. 🇺🇸 URL URL	NOT
@USER KKK and ANTIFA both hate groups created by the Democrats	OFF
@USER @USER @USER @USER Obama will be remembered as the man that destroy libya. Imagine if mi6 or cia give blm or antifa guns and wages war vs trump. Then they control the msm and say trump use chemical weapon to legalize their coup. The blood is on obama hand.	OFF
"@USER @USER @USER the Free press""??? You mean mainstream corporate media??? You ought to look into what you are speaking of. I come from a line of journalists and printers that were and are an integral part of truly free press. WE are not shutting down speech, the LEFT is. Antifa. @USER"	NOT
@USER @USER Well i was born in “69” Dude!! URL	NOT
@USER EVERYONE should know about this.  It's about time we called out these violent liberals that have gone so far off the deep end.	OFF
Lying to the FBI is a crime @USER @USER @USER @USER @USER @USER @USER #MAGA #MAGAts URL	NOT
@USER Are #LEOs okay with their home addresses being passed out to any antifa who attend a few DSA meets?	NOT
@USER BACK OFFF HE IS MY BEAN	NOT
@USER @USER As I’m sure he is advising everyone must evacuate 🙄	NOT
8/ . Liberals Just Pull Kavanaugh....the next guy will be fine  Me: You Democrats are so obvious. You are gonna smear everybody and call them a rapist. URL	NOT
@USER Christians been thinking women lie SINCE EVE and the start of Christianity....Conservatives just give it legislative and judical teeth to oppress women in the modern age.... #Kavanaugh  #KavanaughConfirmation  #metoo URL	NOT
"#wisdomwednesday  - Forgiveness says you are given another chance for a new beginning"". @USER  Pray with forgiveness in your heart and you can guarantee an answer to… URL"	NOT
*sings slowly* “I just want to see how beautiful you are.” 💓	NOT
@USER What a cool guy he is URL	NOT
@USER The liberals sure are walking a VERY dangerous line.	OFF
@USER I honestly hope games get to the point where our Consciousness gets ported to the game world itself.  Just imagine the worlds of the Elder Scrolls and Fallout like that where you are truly that character now and not just someone looking at screen.	NOT
@USER @USER The fake and bake twins!	NOT
@USER She is so smart.	NOT
@USER @USER Jesus she is the evilest of cunts	OFF
@USER om ah BITCH lol i love you domo 💖	OFF
@USER FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got you Joseph always happy to follow like minded Patriots 😀but pls follow back!	NOT
Our only option to                     SAVE our Country...            ♥️🇺🇸⭐️🇺🇸⭐️🇺🇸♥️  Is to NEVER stop                      FIGHTING for her...           ♥️ Vote MAGA Red ♥️ URL	NOT
"@USER George Constanza once famously said, if you believe it to be true, it's not a lie Jerry"".....in this situation you could have someone believe that they are the hero by stopping a Conservative appointment.  That's how the liberals justify everything bad they do including violence"""	NOT
"@USER And the brainless #DEMS wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts #Obama and #CrookedHillary both are real bad losers #MAGA #TRUMP"""	OFF
@USER @USER @USER They aren’t making fun of the woman. They are making fun of the liberals supporting barbaric tradition of covering a woman’s body with a garbage bag because men might be inclined to rape them at any given moment.	OFF
@USER Another Fraud Senator from the Left!!!	OFF
@USER @USER Is the vulgar Antifa creep TRYING to look like a woman..or is it that he just can't HELP IT?	OFF
@USER But partisan moves are the daily norm for the likes of Mitch McConnell. Yet somehow he still hangs on to his job and has the respect of conservatives across the country. This is why women are so afraid to stand up and say they were assaulted. We are part of the problem.	NOT
"@USER The comments that we should pity her because she is obviously not mentally well piss me off to no extent. If a POC did this they would not be concerned"" about their mental well being."""	NOT
@USER @USER You sound like the NRA saying it’s too soon to talk about gun control. If they were close to car as u say they would have seen the perp. Stop making excuses. The CHILD is the victim here.   If there are ppl who don’t know—  Parents:NEVER leave ur child unattended in a car. EVER.	NOT
@USER @USER @USER @USER @USER @USER Yes he is	NOT
@USER @USER @USER @USER @USER @USER @USER @USER So you're saying Antifa should have never oppressed the Nazis... gotcha.	NOT
@USER Her products cause dandruff? KC you are the one😂😂😂😂😂😂😂😂😂	NOT
@USER @USER @USER Yes you are correct and I don’t get what they see in him either. I’m just thankful he’s no longer in office.	NOT
@USER @USER At least she’s now getting laughed at. URL	NOT
@USER @USER She thought she would be low profile and help the Dem party get rid of Kavanaugh and she could remain anonymous. She most likely was promised this by the party. Now that she can be charged with perjury she will continue with playing a victim. She is not. Lying is a can of worms.	OFF
@USER @USER @USER @USER My wife is from the USA. All my inlaws are thrilled with Trump and the conservatives winning the PC war.	NOT
@USER He is too cute.	NOT
@USER @USER @USER @USER if you are really concerned about anti-semitism in our society why have you both not condemned both The Tory Party &amp; The Lib Dems for not yet adopting the IHRA? @USER @USER @USER @USER	NOT
@USER @USER and that is why he is trying to end Obamacare so that only a priveledged few can benifit.  But his tax cuts are killing us anyway. URL	NOT
#Florida ! Watch this group.  URL URL	NOT
So now someone has to photoshop a pic of Toad in a MAGA cap with a confederate flag on his kart.	NOT
@USER @USER I have 4 great sons &amp; 4 great brothers who don't go around like liberal ANTIFA with their KKK hoods beating up strangers they know nothing about.  I will go with the year of the brave people who would never belong to the most violent party of democrats!	NOT
@USER Fiona Hill.	NOT
@USER @USER @USER @USER @USER I love how liberals call people names because that's all they have. How does he deserve to be called a dirt ball?	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Love it trump wanted to do something liberals and Democrats just talk and have hearing	NOT
@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.	OFF
@USER @USER Wow more Salinsky tactics	NOT
